Participant,Gender,Consonant,Following_Vowel,Rating,Stimuli,Curvature_Degree,Curvature_Location,MCI,real_1,imag_1,mod_1,F2_mean,F3_mean,COG,Dispersion,Skewness
P1,F,sh,u,humped,shuben,0.274871981,0.48060325,2.062802034,38.23509028,-41.14497713,56.1678847,2131.348114,3225.720164,4871.64577,2184.85234,-0.373340549
P1,F,ch,u,humped,churu,0.362486985,0.422369378,2.369164942,31.94418566,-44.88495204,55.09165015,1859.989408,3089.885878,4663.879355,2337.550123,-0.201169305
P1,F,z,a,Alveolar,zadao,0.231771889,0.431957376,1.67396382,37.61440861,-44.91737816,58.58681248,2147.035116,3271.360941,6823.529829,3002.204637,-1.036736085
P1,F,s,i,Alveolar,siji,0.27405305,0.411869694,2.790135903,28.57107249,-53.92249396,61.0241062,2028.537938,3180.709731,6965.161599,2877.645257,-0.966005135
P1,F,ch,i,humped,chifan,0.29940622,0.540514783,2.597467147,32.72798006,-45.66118966,56.17886542,2251.633316,3565.240257,4752.47904,1999.71919,-0.316171139
P1,F,c,i,Alveolar,ciya,0.24145504,0.427705489,1.945201764,38.39591903,-43.0308705,57.67063737,2119.948306,3255.062912,6728.678689,2775.209207,-0.78424828
P1,F,sh,i,humped,shibai,0.343199564,0.354590056,2.374097929,27.47627574,-50.43172898,57.43087164,2124.043727,3545.208565,4969.428565,1841.738287,0.13362421
P1,F,z,i,Alveolar,ziben,0.263572646,0.485338276,1.973645301,33.674509,-48.23457164,58.82640952,2138.769105,3231.931341,6167.120412,3213.63317,-0.596391851
P1,F,zh,a,humped,zhadui,0.295262403,0.378850009,2.587572987,34.28957675,-31.39862164,46.49353196,2350.100696,3617.897696,4917.283931,2067.767406,0.016652077
P1,F,ch,a,humped,chaqu,0.29044628,0.395884077,2.213121884,26.53181651,-56.50517456,62.42413026,2110.275159,2630.61116,2591.643341,2254.272596,1.412801471
P1,F,s,a,Alveolar,sahuang,0.239994469,0.492376718,1.777735027,27.37242294,-58.99857202,65.03907317,2210.659894,3040.297004,7308.228607,2696.354604,-1.426566183
P1,F,c,a,Alveolar,cayao,0.249222914,0.46543508,1.600645349,32.50234987,-53.69533845,62.76617017,2060.303026,2787.63947,3408.898681,2653.927841,0.82378049
P1,F,sh,a,humped,shafa,0.319495343,0.456420197,2.487098666,23.92183538,-56.67070247,61.51278506,2326.825572,3246.264512,4913.633011,2339.725002,0.069046261
P1,F,zh,u,humped,zhurou,0.387978382,0.371620423,3.613453146,28.33313162,-48.79193177,56.42179502,1829.987451,2954.238395,5320.17448,2491.100064,-0.769429196
P1,F,zh,i,humped,zhidao,0.289979954,0.391252883,2.566912554,32.62257091,-47.95442845,57.99878741,2255.638676,3686.186171,4558.968218,2593.848455,0.160370739
P1,F,z,u,Alveolar,zufang,0.30766752,0.542994254,2.198619348,32.39643586,-50.62599455,60.10424595,2263.412355,3256.233027,4624.034515,3034.294537,-0.00941434
P1,F,c,u,Alveolar,cuxin,0.266139532,0.417014559,2.095556944,28.99186083,-57.0772488,64.01828118,1993.294293,3092.923848,3620.088107,2583.317123,0.520834564
P1,F,s,u,Alveolar,suxing,0.314319506,0.56356247,2.301168607,29.67339576,-54.98546581,62.48129213,2065.378002,3169.304986,5942.330481,2561.705943,-0.534858486
P2,M,sh,u,humped,shuben,0.349566859,0.457084814,2.158227015,22.70366576,-57.42302564,61.74836283,2329.7064,3284.544784,4782.353918,2446.774348,0.247245616
P2,M,ch,u,humped,churu,0.343960459,0.452449685,2.32002347,24.69593107,-54.82034614,60.12619531,2154.624443,3162.635013,4110.079844,2627.531622,0.251976527
P2,M,z,a,Alveolar,zadao,0.306388979,0.609384026,2.337062403,20.58900583,-61.83101947,65.16887394,2138.596789,3307.820815,6666.305173,3057.836289,-1.012726937
P2,M,s,i,Alveolar,siji,0.34264102,0.550296543,2.0119214,3.777668915,-65.82400738,65.93231932,2166.250392,3270.061348,6610.191912,2453.370023,-1.049365719
P2,M,ch,i,humped,chifan,0.311314155,0.490907398,2.204604177,27.22286479,-55.20551044,61.55268273,2647.523592,3296.88645,4421.122644,2068.544976,0.274539308
P2,M,c,i,Alveolar,ciya,0.30734502,0.58848253,2.079184549,19.29226929,-61.28888945,64.25355729,1985.103289,3207.388177,6264.591328,2689.187587,-0.956325261
P2,M,sh,i,humped,shibai,0.331540267,0.455818178,2.257779737,26.48066245,-55.2152769,61.236854,2682.755707,3476.606723,4687.926688,1827.35549,0.377663545
P2,M,z,i,Alveolar,ziben,0.376239024,0.546489338,1.922646471,8.035517772,-61.69590397,62.21699216,1916.416309,3124.032012,6273.158035,3059.681375,-0.866728846
P2,M,zh,a,humped,zhadui,0.264590412,0.437981709,2.537928512,29.41321481,-53.3335262,60.90650395,2098.655996,3156.754097,4118.115083,2538.862237,0.162736862
P2,M,ch,a,humped,chaqu,0.334482478,0.45055149,2.283963778,17.86814961,-61.49583612,64.03911797,1941.971702,3029.454253,2287.868312,2079.741773,1.641020135
P2,M,s,a,Alveolar,sahuang,0.341215472,0.606571216,3.32816503,-4.984922334,-61.3853359,61.58740873,2074.195145,3096.912154,7123.952037,2529.253301,-1.245148943
P2,M,c,a,Alveolar,cayao,0.347885037,0.61731911,2.873708899,4.218787118,-60.04462791,60.19265326,1999.786441,3155.268406,5834.267607,3053.72948,-0.711581386
P2,M,sh,a,humped,shafa,0.314672972,0.458524686,1.861716345,22.34305368,-59.24322206,63.31643868,2471.71384,3406.138337,4696.058524,2185.859296,-0.165373826
P2,M,zh,u,humped,zhurou,0.352822708,0.44725164,2.406299617,25.79884659,-54.2477067,60.06991067,2498.291521,3382.684095,4792.855022,2633.199652,-0.174559868
P2,M,zh,i,humped,zhidao,0.369651028,0.407758989,2.081787293,21.54473964,-57.94763841,61.82317206,2700.552747,3394.377904,4375.187023,1919.49405,0.672872817
P2,M,z,u,Alveolar,zufang,0.335424063,0.677877962,2.781595093,-2.481860172,-60.2648247,60.31590774,2295.599325,3516.702687,6071.378576,2864.836273,-0.743753822
P2,M,c,u,Alveolar,cuxin,0.322891615,0.586922182,2.982931027,5.154076777,-54.63177404,54.87435869,2372.25225,3656.419012,5398.383637,2918.432572,-0.386872922
P2,M,s,u,Alveolar,suxing,0.30678919,0.545028038,3.113245372,6.611825452,-54.83281871,55.23001217,2161.014668,3442.173878,6241.868075,2927.269159,-0.70586637
P3,F,sh,u,humped,shuben,0.261073356,0.629264884,2.301192937,15.65345221,-67.48814544,69.27972532,2285.375134,3115.501929,5656.458588,2859.238172,-0.437834372
P3,F,ch,u,humped,churu,0.276722479,0.612111914,2.228537768,15.7913476,-57.19403032,59.33400174,2003.399834,3065.401528,4350.895349,2943.096835,0.213954798
P3,F,z,a,Alveolar,zadao,0.273142334,0.517588832,2.035472393,10.81110099,-66.84090618,67.70957571,2220.984123,3113.343973,7202.745993,2808.465577,-1.202936131
P3,F,s,i,Alveolar,siji,0.256294919,0.538133257,1.903297755,4.36169797,-69.17780432,69.31517164,2241.998746,3247.80659,7276.985298,3062.393012,-1.333528249
P3,F,ch,i,humped,chifan,0.223980627,0.378623391,1.779386352,37.40830152,-43.94133298,57.70807367,2476.532928,3033.13726,5207.996232,2851.832809,-0.131730999
P3,F,c,i,Alveolar,ciya,0.281525272,0.561402643,2.70176766,-7.756678745,-66.48431144,66.93526524,2217.547903,3115.357767,6536.859237,3133.618295,-0.871583063
P3,F,sh,i,humped,shibai,0.296033564,0.609566913,2.170978618,19.32206028,-58.57151758,61.67628949,2502.144802,2964.259241,5326.634631,2468.957316,-0.011617349
P3,F,z,i,Alveolar,ziben,0.234973976,0.530139255,1.759729017,2.268563836,-70.41954455,70.45607593,1993.853069,2992.949074,6158.968563,3220.810762,-0.635468848
P3,F,zh,a,humped,zhadui,0.202030458,0.360034821,1.645365226,39.25213603,-39.71719804,55.84071993,2230.512176,2946.330798,4070.529786,2747.091014,0.50572429
P3,F,ch,a,humped,chaqu,0.268977837,0.493574628,2.045325882,17.33735662,-64.48007075,66.77022883,2259.495579,3003.395244,3437.033885,2690.230895,0.821111726
P3,F,s,a,Alveolar,sahuang,0.267538712,0.581600176,2.440870345,-7.757269064,-66.74945564,67.19869829,2118.488006,3084.018425,8323.145932,1880.193188,-2.661277639
P3,F,c,a,Alveolar,cayao,0.235111384,0.590255469,1.89384019,-7.684855806,-63.71606713,64.17783277,2023.158733,3018.75658,3158.45602,2648.855416,0.833270535
P3,F,sh,a,humped,shafa,0.230462244,0.494433437,1.871033525,29.6479594,-59.42757817,66.41263843,2546.447491,3145.700548,5773.818752,2853.648103,-0.488312722
P3,F,zh,u,humped,zhurou,0.217923035,0.556930402,1.908451739,38.43970515,-37.29178181,53.55639945,2021.272173,3066.609735,5574.395011,2633.419566,-0.428023785
P3,F,zh,i,humped,zhidao,0.250364928,0.530630315,1.930184435,37.18676837,-43.109893,56.93257957,2600.868666,3207.230947,5679.82144,2598.788864,-0.184140338
P3,F,z,u,Alveolar,zufang,0.297208348,0.557276308,2.64225936,-8.029016055,-67.05536843,67.53434336,2082.560725,3335.751579,5861.667517,3208.654409,-0.383778981
P3,F,c,u,Alveolar,cuxin,0.312840394,0.660124924,3.682598129,-4.748848563,-60.39255951,60.57897991,1993.682878,3242.556331,5586.193957,3123.877848,-0.323308261
P3,F,s,u,Alveolar,suxing,0.284190279,0.624136748,2.542181458,-14.53340812,-62.07895965,63.75748727,1937.393585,3270.172794,6845.981679,2966.109982,-1.009525317
P4,F,sh,u,humped,shuben,0.303061362,0.40340323,2.524631104,21.03532248,-59.52598176,63.13340872,2285.325761,3023.870729,3568.414075,2171.376723,0.546643408
P4,F,ch,u,humped,churu,0.298078095,0.284426373,2.003462535,33.94378049,-42.76980296,54.60252998,2043.612474,3011.446431,3745.034024,2491.5816,0.501636891
P4,F,z,a,Alveolar,zadao,0.264660109,0.52032738,1.552984629,30.87985505,-52.53213378,60.93595431,2038.859059,3161.115651,6086.909231,2718.023046,-0.373505439
P4,F,s,i,Alveolar,siji,0.259133992,0.358937606,1.904206441,32.26587929,-48.61049901,58.34438774,2268.145317,3256.936837,6610.864689,2841.82063,-0.873166839
P4,F,ch,i,humped,chifan,0.358761134,0.329220053,2.7826614,29.92574721,-46.94886537,55.67536534,2421.826638,3070.805571,3736.218955,1711.610769,0.883958974
P4,F,c,i,Alveolar,ciya,0.281143038,0.401236558,1.656945504,26.97002537,-57.22217842,63.25946548,2137.694681,3076.817424,6290.285702,3250.466623,-0.539827602
P4,F,sh,i,humped,shibai,0.321250733,0.377021585,2.703548171,31.33161725,-46.78034488,56.30338273,2475.407408,3409.644632,4074.393275,1952.068592,0.391033156
P4,F,z,i,Alveolar,ziben,0.308746834,0.468030093,1.90098095,33.50943845,-45.0413716,56.1391808,2010.77386,3096.996474,6360.603926,3110.857572,-0.533609041
P4,F,zh,a,humped,zhadui,0.308627526,0.283166534,2.310299854,34.07966991,-30.75434447,45.90483205,2153.303512,3221.117741,4270.598689,2152.319634,0.257628224
P4,F,ch,a,humped,chaqu,0.376812745,0.328347264,2.543206947,27.01999743,-50.19404314,57.00458077,2045.762495,3110.722372,2885.317216,2470.201278,1.022168697
P4,F,s,a,Alveolar,sahuang,0.2438866,0.500674913,1.776951639,33.55891534,-53.85330134,63.45375374,2280.03354,3304.688615,6136.496031,3042.126759,-0.647536331
P4,F,c,a,Alveolar,cayao,0.255162229,0.536138333,2.282985825,24.39938395,-56.84245504,61.85785829,2034.988413,2882.808302,3565.471955,3229.119345,0.516888273
P4,F,sh,a,humped,shafa,0.333802869,0.30211274,2.887193905,32.71486987,-41.60522023,52.926903,2378.211861,3280.454626,4906.584748,2259.545311,0.248555745
P4,F,zh,u,humped,zhurou,0.390777567,0.248406331,3.000972895,32.24627304,-39.77274755,51.20247623,2119.547152,2991.447146,4284.275977,2465.725508,0.424856959
P4,F,zh,i,humped,zhidao,0.375331179,0.334466823,2.918019891,32.60156087,-40.18384863,51.74556465,2403.094166,3222.595991,4414.9486,2134.847797,0.329862114
P4,F,z,u,Alveolar,zufang,0.279004563,0.501815616,2.516818123,37.68322712,-41.98444806,56.41559611,2072.793512,3073.180488,6280.909644,2698.024257,-1.100496992
P4,F,c,u,Alveolar,cuxin,0.299956772,0.469255257,2.450905332,33.83282574,-45.57001945,56.75638088,2227.010728,3346.736325,5500.353013,2855.273906,-0.378481207
P4,F,s,u,Alveolar,suxing,0.272485492,0.525851316,2.112510943,32.99704462,-51.92463955,61.52213541,2339.999776,3337.056833,6775.233195,2124.783696,-1.414548017
P5,F,sh,u,humped,shuben,0.415717806,0.328357108,2.491853009,32.80436089,-37.79451834,50.0454964,2140.631834,3023.234261,3354.737367,2597.278354,0.640063029
P5,F,ch,u,humped,churu,0.414526201,0.4444666,2.662159978,27.02289293,-47.55486464,54.69645229,2118.484433,3070.288583,4475.137671,2608.006395,0.07658038
P5,F,z,a,Alveolar,zadao,0.313374274,0.472044751,2.06145432,34.84766935,-45.46893236,57.28685599,2050.911518,2978.715148,6110.464417,3347.864879,-0.595779007
P5,F,s,i,Alveolar,siji,0.3598863,0.50163143,2.538086354,31.86029144,-47.8130218,57.45575014,2297.813924,3212.870682,6180.383254,3351.825003,-0.702850797
P5,F,ch,i,humped,chifan,0.375910101,0.346536953,3.070519175,33.88386634,-40.46820211,52.78060042,2328.312577,3070.45079,3796.895157,2420.897495,0.570715067
P5,F,c,i,Alveolar,ciya,0.301008657,0.436557328,2.003230009,28.83596502,-50.26130465,57.9457645,2157.64815,2988.246081,6427.537386,3305.240656,-0.803829913
P5,F,sh,i,humped,shibai,0.388105721,0.380576133,2.297204144,30.03106285,-45.52041063,54.53414086,2308.767078,3095.337143,3693.083104,2261.765471,0.759573516
P5,F,z,i,Alveolar,ziben,0.327072492,0.543897427,3.010951358,32.65269772,-44.60936148,55.28285268,2344.111972,3334.751448,5741.5537,3709.47923,-0.502632895
P5,F,zh,a,humped,zhadui,0.40470215,0.330518148,2.14440694,26.72924031,-49.73831788,56.46549879,2208.773393,2939.356162,4266.867375,2865.636778,0.213987312
P5,F,ch,a,humped,chaqu,0.362118106,0.311692469,2.250836572,32.98377053,-40.11557099,51.93446018,2097.49752,2745.469202,2962.293022,2535.547757,0.849698526
P5,F,s,a,Alveolar,sahuang,0.271383137,0.496095794,2.166297717,37.02507054,-42.03029704,56.01251394,2237.403464,3215.820868,5654.425056,3735.02576,-0.476749437
P5,F,c,a,Alveolar,cayao,0.308667176,0.407580674,3.99620855,38.35579642,-39.70407954,55.2049006,2171.748794,3042.298988,5598.853791,3444.995084,-0.428916055
P5,F,sh,a,humped,shafa,0.394588423,0.376419902,2.44653724,32.00728684,-43.48396474,53.99371816,2233.20469,2949.499992,4224.58743,2549.527162,0.290798855
P5,F,zh,u,humped,zhurou,0.385249891,0.387246662,2.73715812,32.57625986,-38.38088237,50.34187956,2228.768231,3137.666884,4110.607832,2653.236111,0.090594283
P5,F,zh,i,humped,zhidao,0.37950652,0.345778931,2.484183566,29.79879055,-44.44310887,53.50848386,2348.387007,2932.865439,3814.98225,2413.380576,0.381292782
P5,F,z,u,Alveolar,zufang,0.348201679,0.665537608,3.255225563,42.79619304,-32.82580754,53.93558917,2105.264799,3188.659142,4843.208774,2938.489249,-0.060801408
P5,F,c,u,Alveolar,cuxin,0.236905124,0.742310762,4.188942322,35.74446362,-42.47932012,55.51719839,2024.042537,3046.812092,5913.067819,3193.721788,-0.494556623
P5,F,s,u,Alveolar,suxing,0.347051042,0.402925333,2.853827598,36.53439254,-44.95816829,57.93098251,2155.717646,3242.312917,5923.605815,3286.558127,-0.727462129
P6,F,sh,u,humped,shuben,0.299390784,0.608804396,2.501655045,18.6697406,-57.34994611,60.3123166,2346.875072,3241.108957,4812.604455,2849.569176,0.244697836
P6,F,ch,u,humped,churu,0.315591713,0.54440685,2.147560714,19.89793626,-61.18790304,64.34195634,2125.744732,3131.438949,4026.714961,2949.336531,0.395174836
P6,F,z,a,Alveolar,zadao,0.269604909,0.606163047,1.924660523,37.59573915,-46.91212557,60.11810982,2266.932142,3147.695023,5194.17904,3392.708655,-0.253938097
P6,F,s,i,Alveolar,siji,0.25882885,0.631259114,2.001860372,28.7085638,-42.8544485,51.58183199,2132.223043,2996.387946,5635.838803,3317.540533,-0.349660935
P6,F,ch,i,humped,chifan,0.255368576,0.452987298,2.010812961,26.79168106,-58.25884572,64.12399925,2271.32996,3210.075688,5177.766888,2587.89762,-0.097301354
P6,F,c,i,Alveolar,ciya,0.242799187,0.485647406,1.580622769,14.31040687,-67.3768631,68.87981872,2089.971702,3130.43346,6554.354852,3372.334429,-0.873905333
P6,F,sh,i,humped,shibai,0.225115507,0.515016908,1.686144697,33.89593634,-47.98651906,58.75066393,2520.383565,3359.737863,5400.045555,2267.211195,-0.094864304
P6,F,z,i,Alveolar,ziben,0.337167753,0.572158457,2.26752121,-4.06111488,-65.38445152,65.51045073,2288.901081,3254.44358,6603.676557,3617.132291,-0.964865901
P6,F,zh,a,humped,zhadui,0.310391923,0.516219446,1.80054751,12.83022321,-64.52680294,65.78999107,2306.421072,3173.760635,4566.22227,2617.598223,-0.054552447
P6,F,ch,a,humped,chaqu,0.23341735,0.304588585,2.004151023,34.31884063,-46.78988487,58.02651246,2064.408569,3058.695376,2249.526095,2171.956381,1.27949726
P6,F,s,a,Alveolar,sahuang,0.226298197,0.488962148,1.767189774,28.51655173,-59.61072082,66.08049455,2116.01563,3185.198318,5919.304071,2985.615148,-0.484497235
P6,F,c,a,Alveolar,cayao,0.281890776,0.472127966,2.302329958,14.29611319,-66.2423859,67.76748883,1917.794039,2995.998903,2873.965521,2441.986631,0.817532592
P6,F,sh,a,humped,shafa,0.185535292,0.43884277,1.980228456,35.8130366,-40.61629216,54.15031652,2530.409038,3162.952814,5154.909745,2309.890141,-0.427461544
P6,F,zh,u,humped,zhurou,0.39288968,0.513701823,2.124836008,8.530446641,-63.06506984,63.63938681,2231.730989,2912.537281,3931.273916,2883.099973,0.271011029
P6,F,zh,i,humped,zhidao,0.33203992,0.39308231,2.457727172,27.07005761,-55.56367219,61.80703589,2624.73665,3406.633993,4497.266804,2294.809267,-0.038631272
P6,F,z,u,Alveolar,zufang,0.301749875,0.544698627,2.216310116,5.129955714,-67.27353448,67.46884383,2105.538318,3215.08532,5113.003628,3052.483863,-0.297098321
P6,F,c,u,Alveolar,cuxin,0.366834318,0.554628184,2.870352999,23.14304291,-59.73134457,64.05805148,1850.745387,3068.605506,3792.004532,2672.759527,0.363319938
P6,F,s,u,Alveolar,suxing,0.295076478,0.538402266,2.270910615,4.341222423,-66.58866765,66.73002975,2165.074919,3359.010673,5026.301459,2702.618668,-0.455607196
P7,M,sh,u,humped,shuben,0.313491031,0.645087483,2.169315425,8.454277038,-60.76148145,61.34682085,2191.543799,3305.989371,4715.761307,2058.386059,-0.079300586
P7,M,ch,u,humped,churu,0.367857807,0.551702958,2.193967091,18.88134395,-59.7952847,62.70551189,1918.536926,3186.44543,3539.216937,2170.450455,0.422558271
P7,M,z,a,Alveolar,zadao,0.295247606,0.58508317,2.064371984,13.33823231,-62.48868744,63.89635748,2163.8895,3213.825996,4838.373565,3362.817102,-0.090484728
P7,M,s,i,Alveolar,siji,0.297655854,0.522819651,1.564196855,24.88478418,-59.59135443,64.57849492,2087.831027,3248.706783,5481.244626,2719.941972,-0.457091091
P7,M,ch,i,humped,chifan,0.274774888,0.585293151,2.011294131,33.11309501,-51.80315559,61.48206234,2155.73598,3340.266944,4318.563814,2251.551283,0.203623303
